OBJECTID,state_number,nhs_rest_stop,highway_route,mile_post,municipality,county,state,latitude,longitude,number_of_spots,x,y
202,10,Smyrna Rest Area,US 13,NA,County,New Castle,DE,39.3235,-75.6175,28,-75.6175000003561,39.3235000001847
203,10,I-95 Delaware Service Plaza,I-95,NA,County,New Castle,DE,39.662113,-75.691258,65,-75.6912580003387,39.6621129998087
204,12,Plantation Key - Weight Station / Comfort Station,SR5/US1,86,NA,Monroe,FL,24.9546,-80.5813,4,-80.5813000003592,24.954600000186
205,12,Snapper Creek Service Plaza,HEFT,19,Miami,Maimi-Dade,FL,25.661735,-80.387353,30,-80.3873530001874,25.6617349998349
206,12,NHS Rest Stop or Truck Facility 27,I-75N,35,Weston,Broward,FL,26.1469,-80.6304,60,-80.6304000003776,26.1468999998139
207,12,NA,I-75S,63,Big Cypress,Collier,FL,26.1674,-81.0785,15,-81.0785000001578,26.1674000000973
208,12,NHS Rest Stop or Truck Facility 26,I-75N,63,Big Cypress,Collier,FL,26.169552,-81.077039,37,-81.0770389999427,26.1695520003359
209,12,Pompano Beach Service Plaza,Florida's Turnpike,65,Pompano,Broward,FL,26.226162,-80.18326,40,-80.1832599995988,26.2261619996244
210,12,NHS Rest Stop or Truck Facility 33,I-75N,131,Fort Myers,Lee,FL,26.5497,-81.7922,74,-81.792200000345,26.5496999996967
211,12,West Palm Beach Service Plaza,Florida's Turnpike,94,Lake Worth,Palm Beach,FL,26.634455,-80.174779,26,-80.1747789996115,26.6344550002356
212,12,Weigh Station,I-75N,158,Punta Gorda,Charlotte,FL,26.879157,-81.985993,33,-81.9859929996327,26.879156999809
213,12,Weigh Station,I-75S,158,Punta Gorda,Charlotte,FL,26.8799,-81.985,33,-81.985000000121,26.8798999998709
214,12,NHS Rest Stop or Truck Facility 25,I-75S,161,Punta Gorda,Charlotte,FL,26.8933,-81.998,32,-81.9980000002978,26.893299999904
215,12,Weigh Station,I-95N,92,Hobe Sound,Martin,FL,27.0049,-80.2054,18,-80.2054000002621,27.0049000000662
216,12,NHS Rest Stop or Truck Facility 46,I-95S,106,Palm City,Martin,FL,27.1264,-80.341,82,-80.3409999997989,27.126399999615
217,12,NHS Rest Stop or Truck Facility 47,I-95N,106,Palm City,Martin,FL,27.1274,-80.333,60,-80.3330000000355,27.1274000000642
218,12,Weigh Station,I-95S,112,Palm City,Martin,FL,27.1891,-80.4008,34,-80.4008000002531,27.1891000000602
219,12,Port St. Lucie/Fort Pierce Service Plaza,Florida's Turnpike,144,Port St. Lucie,St. Lucie,FL,27.302214,-80.372992,50,-80.3729920002529,27.3022139998228
220,12,NHS Rest Stop or Truck Facility 48,I-95S,133,Fort Pierce,St. Lucie,FL,27.4647,-80.4215,43,-80.4214999997193,27.464699999763
221,12,NHS Rest Stop or Truck Facility 41,I-95N,133,Fort Pierce,St. Lucie,FL,27.4663,-80.4176,44,-80.4175999998459,27.4663000001642
222,12,NHS Rest Stop or Truck Facility 19,I-275N,7,Terra Ceia,Manatee,FL,27.5847,-82.6142,16,-82.614200000057,27.5846999998482
223,12,Fort Drum Service Plaza,Florida's Turnpike,184,Okeechobee,Okeechobee,FL,27.601403,-80.822712,50,-80.8227120002569,27.6014030003168
224,12,NHS Rest Stop or Truck Facility 20,I-275N,13,St. Petersburg,Pinellas,FL,27.6487,-82.6757,14,-82.6757000002026,27.6486999998953
225,12,NHS Rest Stop or Truck Facility 34,I-75N,238,Ochopee,Hillsborough,FL,27.682603,-82.420645,36,-82.4206450004207,27.6826030001802
226,12,NHS Rest Stop or Truck Facility 35,I-75S,238,Gulf City,Hillsborough,FL,27.6926,-82.4206,43,-82.4206000002148,27.6926000001182
227,12,NHS Rest Stop or Truck Facility 42,I-95N,168,Palm Bay West,Brevard S,FL,27.9339,-80.6037,60,-80.6037000004151,27.9338999996857
228,12,NHS Rest Stop or Truck Facility 49,I-95S,168,Grant Valkaria,Brevard S,FL,27.9481,-80.6089,67,-80.6088999999469,27.9480999998134
229,12,Weigh Station,I-4E,12,Seffner,Hillsborough,FL,28.0155,-82.2652,15,-82.2651999999388,28.0154999998742
230,12,Weigh Station,I-4W,12,Seffner,Hillsborough,FL,28.0185,-82.2727,15,-82.27270000011,28.0185000001881
231,12,Canoe Creek Service Plaza,Florida's Turnpike,230,St. Cloud,Osceola,FL,28.094693,-81.27424,35,-81.2742399999074,28.0946929999983
232,12,NHS Rest Stop or Truck Facility 21,I-4E,46,Polk City,Polk,FL,28.1691,-81.7715,23,-81.7714999999805,28.1690999996243
233,12,NHS Rest Stop or Truck Facility 23,I-4W,46,Polk City,Polk,FL,28.1742,-81.7669,23,-81.7668999996001,28.1741999997267
234,12,NHS Rest Stop or Truck Facility 36,I-75N,278,Wesley Chapel,Pasco,FL,28.2137,-82.3736,51,-82.373599999921,28.2136999999463
235,12,NHS Rest Stop or Truck Facility 37,I-75S,278,Wesley Chapel,Pasco,FL,28.2164,-82.3685,51,-82.3684999999483,28.216399999644
236,12,Turkey Lake Service Plaza,Florida's Turnpike,263,Ocoee,Orange,FL,28.51474,-81.4997,23,-81.4996999999591,28.5147400001969
237,12,NHS Rest Stop or Truck Facility 28,I-75N,307,Ridge Manor Est,Sumter,FL,28.5848,-82.2128,43,-82.2128000000966,28.584800000194
238,12,NHS Rest Stop or Truck Facility 38,I-75S,307,Croom,Sumter,FL,28.5871,-82.211,33,-82.2109999999478,28.5871000001753
239,12,NHS Rest Stop or Truck Facility 43,I-95N,225,Mims,Brevard N,FL,28.6869,-80.8781,33,-80.8780999997533,28.6869000003896
240,12,NHS Rest Stop or Truck Facility 24,I-4W,94,Wekiva Springs,Seminole,FL,28.7019,-81.3849,16,-81.3849000003459,28.701899999954
241,12,NHS Rest Stop or Truck Facility 50,I-95S,227,Mims,Brevard N,FL,28.7088,-80.8878,35,-80.8878000001064,28.7087999997482
242,12,NHS Rest Stop or Truck Facility 22,I-4E,96,Longwood,Seminole,FL,28.7255,-81.374,17,-81.3739999998936,28.7254999999928
243,12,Okahumpka Service Plaza,Florida's Turnpike,299,Wildwood,Sumter,FL,28.78708,-81.98277,75,-81.9827699998018,28.7870800001775
244,12,Weigh Station,I-75N,338,Wildwood,Marion,FL,28.9929,-82.1439,29,-82.1439000002373,28.9928999996539
245,12,Weigh Station,I-75S,338,Wildwood,Marion,FL,28.9935,-82.1429,28,-82.1429000001546,28.9935000001839
246,12,NHS Rest Stop or Truck Facility 29,I-75S,346,Ocala,Marion,FL,29.0931,-82.1835,43,-82.1834999999192,29.0930999996219
247,12,NHS Rest Stop or Truck Facility 39,I-75S,346,Ocala,Marion,FL,29.096,-82.1851,43,-82.1851000000515,29.095999999928
248,12,Weigh Station,I-95N,286,Palm Coast,Flager,FL,29.5108,-81.1971,41,-81.1971000000852,29.5108000001858
249,12,Weigh Station,I-95S,286,Palm Coast,Flager,FL,29.5108,-81.1971,41,-81.1971000000852,29.5108000001858
250,12,NHS Rest Stop or Truck Facility 31,I-75N,383,Daysville,Alachua,FL,29.5895,-82.3647,7,-82.364699999634,29.5895000000914
251,12,NHS Rest Stop or Truck Facility 32,I-75S,382,Daysville,Alachua,FL,29.5903,-82.3627,13,-82.3627000003669,29.5902999996502
252,12,NHS Rest Stop or Truck Facility 44,I-95N,302,Hastings,St. Johns S,FL,29.7022,-81.3272,15,-81.3271999996162,29.7022000002805
253,12,NHS Rest Stop or Truck Facility 51,I-95S,302,Vermont Heights,St. Johns S,FL,29.7156,-81.3349,16,-81.3348999998039,29.7156000003788
254,12,NHS Rest Stop or Truck Facility 30,I-75N,413,Ellisville,Columbia,FL,29.9775,-82.577,50,-82.5769999996752,29.9774999997309
255,12,NHS Rest Stop or Truck Facility 40,I-75S,413,Ellisville,Columbia,FL,29.9792,-82.58,50,-82.5799999999233,29.9791999997073
256,12,NHS Rest Stop or Truck Facility 45,I-95N,331,Sampson,St. Johns N,FL,30.0914,-81.4967,45,-81.496699999711,30.0914000001643
257,12,NHS Rest Stop or Truck Facility 52,I-95S,331,Sampson,St. Johns N,FL,30.0947,-81.4988,45,-81.4988000003338,30.0947000002139
258,12,NHS Rest Stop or Truck Facility 53,US19/US27,n/a,Perry,Taylor,FL,30.1995,-83.6549,10,-83.6549000003394,30.1995000003197
259,12,NHS Rest Stop or Truck Facility 8,I-10E,318,Olustee,Baker,FL,30.253936,-82.40276,22,-82.4027600003564,30.2539360003658
260,12,NHS Rest Stop or Truck Facility 9,I-10W,318,Olustee,Baker,FL,30.255054,-82.400722,25,-82.4007219996578,30.2550539997322
261,12,NHS Rest Stop or Truck Facility 17,I-10W,295,Wellborn,Hamilton,FL,30.2748,-82.7998,15,-82.7998000001357,30.2748000002551
262,12,NHS Rest Stop or Truck Facility 7,I-10E,294,Wellborn,Suwannee,FL,30.274817,-82.799847,14,-82.7998469999914,30.274817000374
263,12,NHS Rest Stop or Truck Facility 6,I-10E,265,Lee,Madison,FL,30.36795,-83.249233,26,-83.2492330000846,30.3679500003531
264,12,NHS Rest Stop or Truck Facility 16,I-10W,265,Lee,Madison,FL,30.3689,-83.2438,23,-83.243800000026,30.3689000002134
265,12,Weigh Station,I-10E,264,Lee,Madison,FL,30.3734,-83.2726,27,-83.272599999713,30.3734000003058
266,12,Weigh Station,I-10W,264,Lee,Madison,FL,30.3747,-83.2723,27,-83.2723000001373,30.3746999996443
267,12,Weigh Station,I-75S,449,Jennings,Hamilton,FL,30.4181,-82.8985,39,-82.8984999997647,30.4180999996614
268,12,Weigh Station,I-75N,449,Jennings,Hamilton,FL,30.4215,-82.9029,31,-82.9029000001286,30.4215000002928
269,12,NHS Rest Stop or Truck Facility 5,I-10E,234,Aucilla,Jefferson,FL,30.445454,-83.734041,10,-83.7340410001519,30.4454540001681
270,12,NHS Rest Stop or Truck Facility 15,I-10W,234,Aucilla,Jefferson,FL,30.447008,-83.730551,11,-83.7305510003573,30.4470079996954
271,12,NHS Rest Stop or Truck Facility 4,I-10E,194,Tallahassee,Leon,FL,30.483978,-84.388752,19,-84.3887519998217,30.4839780000226
272,12,NHS Rest Stop or Truck Facility 14,I-10W,194,Tallahassee,Leon,FL,30.484995,-84.384926,19,-84.3849259995682,30.4849949999058
273,12,Welcome Center,I-10E,4,Pensacola,Escambia,FL,30.5441,-87.3502,34,-87.3502000000844,30.5441000000191
274,12,Weigh Station,I-10E,4,Pensacola,Escambia,FL,30.5531,-87.3627,39,-87.3626999997707,30.5531000001618
275,12,Weigh Station,I-10W,4,Pensacola,Escambia,FL,30.5539,-87.362,39,-87.362000000162,30.5538999998315
276,12,NHS Rest Stop or Truck Facility 1,I-10E,31,East Milton,Santa Rosa,FL,30.610223,-86.977888,74,-86.9778879996912,30.6102229996356
277,12,NHS Rest Stop or Truck Facility 10,I-10W,31,East Milton,Santa Rosa,FL,30.612393,-86.978384,68,-86.9783839999837,30.6123929998568
278,12,Welcome Center,I-75S,470,Jennings,Hamilton,FL,30.6128,-83.1469,41,-83.1468999996475,30.6127999996581
279,12,NHS Rest Stop or Truck Facility 13,I-10W,162,Hardin Heights,Gadsden,FL,30.6256,-84.8918,43,-84.8917999997806,30.6256000001503
280,12,Weigh Station,I-10E,155,Sneads,Jackson,FL,30.6388,-84.9825,39,-84.9824999996463,30.6387999998881
281,12,Weigh Station,I-10W,155,Sneads,Jackson,FL,30.6398,-84.9829,39,-84.9828999996794,30.6397999999345
282,12,Weigh Station,I-95S,376,Yulee,Nassau,FL,30.669239,-81.668729,30,-81.6687289998755,30.6692389999612
283,12,Weigh Station,I-95N,376,Yulee,Nassau,FL,30.6696,-81.667,30,-81.6669999998718,30.6695999997569
284,12,Welcome Center,I-95S,378,Yulee,Nassau,FL,30.697231,-81.678396,37,-81.6783959997184,30.6972309998679
285,12,NHS Rest Stop or Truck Facility 18,I-10W,96,Ponce De Leon,Holmes,FL,30.713,-85.9303,17,-85.9302999998811,30.7129999999061
286,12,NHS Rest Stop or Truck Facility 2,I-10E,58,Crestview,Okaloosa,FL,30.726386,-86.506766,53,-86.506766000064,30.7263860002354
287,12,NHS Rest Stop or Truck Facility 11,I-10W,60,Crestview,Okaloosa,FL,30.727028,-86.507996,53,-86.5079960003005,30.7270280003086
288,12,NHS Rest Stop or Truck Facility 3,I-10E,133,Jacob,Jackson,FL,30.755395,-85.328503,12,-85.3285029998894,30.755395000121
289,12,NHS Rest Stop or Truck Facility 12,I-10W,133,Cottondale,Jackson,FL,30.757693,-85.322079,24,-85.3220789999689,30.7576929999979
290,12,Welcome Center,US-231S,0,Cambellton,Jackson,FL,30.9947,-85.4091,37,-85.4090999998942,30.9946999998321
291,13,Georgia Visitor Information Center -  Valdosta,I-75N,3,Lake Park,Lowndes,GA,30.665,-83.209,23,-83.2089999998428,30.6649999996853
292,13,Georgia Visitor Information Center - Kingsland,I-95N,1,Kingsland,Camden,GA,30.754,-81.649,29,-81.6490000001797,30.7540000001484
293,13,Georgia Weigh Station Region 8 South(Lowndes),I-75S,23,Valdosta,Lowndes,GA,30.917,-83.365,30,-83.3650000001684,30.9169999998297
294,13,Georgia Weigh Station Region 8 North (Lowndes),I-75N,23,Valdosta,Lowndes,GA,30.918,-83.364,30,-83.3640000000857,30.9179999997714
295,13,GDOT Rest Area 5,I-75N,47,Wagon Wheel,Cook,GA,31.243507,-83.465355,29,-83.4653550001814,31.2435070000415
296,13,GDOT Rest Area 6,I-75S,48,Wagon Wheel,Cook,GA,31.26118,-83.471182,37,-83.4711820004252,31.2611799997372
297,13,GDOT Rest Area 105,I-95S,40,Broadfield,Glynn,GA,31.280127,-81.49037,50,-81.4903700004001,31.2801269996659
298,13,Georgia Weigh Station Region 9 North (McIntosh),I-95N,54,Darien,McIntosh,GA,31.477,-81.446,56,-81.4459999995602,31.4770000003654
299,13,Georgia Weigh Station Region 9 South (McIntosh),I-95S,54,Darien,McIntosh,GA,31.477,-81.448,58,-81.4479999997256,31.4770000003654
300,13,GDOT Rest Area 9,I-75S,85,Sycamore,Turner,GA,31.634428,-83.584359,52,-83.5843590003398,31.6344279999876
301,13,GDOT Rest Area 10,I-75N,85,Ashburn,Turner,GA,31.750841,-83.661864,62,-83.661864000035,31.7508409999618
302,13,GDOT Rest Area 13,I-75N,108,Vienna,Dooly,GA,32.0738,-83.763454,53,-83.7634540003073,32.0738000003757
303,13,Georgia Weigh Station Region 7 East (Bryan),I-16E,144,Blichton,Bryan,GA,32.167,-81.443,35,-81.4430000002104,32.1670000003487
304,13,Georgia Weigh Station Region 7 West (Bryan),I-16W,144,Blichton,Bryan,GA,32.170248,-81.444609,35,-81.4446089996652,32.1702480000826
305,13,GDOT Rest Area 14,I-75S,118,Montezuma,Dooly,GA,32.209603,-83.746019,59,-83.7460189996064,32.2096030001664
306,13,Georgia Weigh Station Region 7 (Chatham ),I-95S,110,Savannah,Chatham,GA,32.216,-81.174,18,-81.1740000004205,32.2160000000996
307,13,Georgia Visitor Information Center - Savannah,I-95S,111,Savannah,Chatham,GA,32.217,-81.175,14,-81.1749999996049,32.216999999704
308,13,GDOT Rest Area 88,I-16W,46,Dudley,Laurens,GA,32.505232,-83.018039,14,-83.0180389996755,32.5052320002131
309,13,GDOT Rest Area 87,I-16E,44,Dudley,Laurens,GA,32.508862,-83.048026,22,-83.0480259999412,32.5088619998997
310,13,Georgia Visitor Information Center - Columbus,I-185N,12,Columbus,Muscogee,GA,32.571,-84.963,9,-84.9630000002794,32.5709999998065
311,13,Georgia Visitor Information Center - West Point,I-85N,1,West Point,Harris,GA,32.859,-85.172,19,-85.1719999995985,32.8590000001297
312,13,GDOT Rest Area 19,I-475,8,Macon,Bibb,GA,32.867945,-83.753972,38,-83.7539720004124,32.8679449996343
313,13,GDOT Rest Area 22,I-75S,179,Smarr,Monroe,GA,32.972366,-83.827849,57,-83.8278490002207,32.9723659996619
314,13,Georgia Weigh Station Region 6 South (Monroe),I-75S,190,Forsyth,Monroe,GA,33.069,-83.973,14,-83.9730000001477,33.0689999996827
315,13,Georgia Weigh Station Region 6 North(Monroe),I-75N,190,Forsyth,Monroe,GA,33.07,-83.973,14,-83.9730000001477,33.0700000003353
316,13,Georgia Weigh Station Region 5 North (Troup),I-85N,22.5,LaGrange,Troup,GA,33.083,-84.916,20,-84.9159999999855,33.082999999735
317,13,Georgia Weigh Station Region 5 South (Troup),I-85S,22.5,LaGrange,Troup,GA,33.087,-84.915,20,-84.9149999999027,33.0869999998383
318,13,Georgia Weigh Station Region 4 East (Columbia),I-20E,187,Groveton,Columbia,GA,33.487,-82.233,55,-82.2329999999707,33.4869999996888
319,13,Georgia Weigh Station Region 4 West (Columbia),I-20W,187,Groveton,Columbia,GA,33.487,-82.237,31,-82.2370000003015,33.4869999996888
320,13,GDOT Rest Area 62,I-20E,182,Howell,Columbia,GA,33.498156,-82.335888,22,-82.3358880002515,33.4981559999841
321,13,GDOT Rest Area 63,I-20W,182,Howell,Columbia,GA,33.499775,-82.327862,40,-82.3278619996506,33.4997749997306
322,13,Georgia Visitor Information Center - Augusta,I-20W,200,Augusta,Richmond,GA,33.527,-82.023,46,-82.0229999996705,33.527000000254
323,13,GDOT Rest Area 53,I-20W,108,Rutledge,Morgan,GA,33.58041,-83.577353,39,-83.5773529999131,33.580409999778
324,13,GDOT Rest Area 52,I-20E,103,Rutledge,Morgan,GA,33.603325,-83.662343,44,-83.6623429997108,33.6033249996289
325,13,Georgia Visitor Information Center - Tallapoosa,I-20E,1,Tallapoosa,Haralson,GA,33.677,-85.32,47,-85.3200000001608,33.6769999998243
326,13,Georgia Weigh Station Region 3 West (Carroll),I-20W,15,Bremen,Carroll,GA,33.696,-85.085,53,-85.0849999995896,33.695999999957
327,13,Georgia Weigh Station Region 3 East(Douglas),I-20E,42,Lithia Springs,Douglas,GA,33.772,-84.63,13,-84.6299999996879,33.7720000000462
328,13,GDOT Rest Area 34,I-75N,308,Adairsville,Gordon,GA,34.409361,-84.917374,51,-84.917374000162,34.4093609999835
329,13,Georgia Weigh Station Region 2 South(Franklin),I-85S,170,Carnesville,Franklin,GA,34.415,-83.178,76,-83.1779999999739,34.4149999999951
330,13,Georgia Weigh Station Region 2 North (Franklin),I-85N,171,Carnesville,Franklin,GA,34.427,-83.156,76,-83.155999999951,34.4270000001406
331,13,Georgia Visitor Information Center - Lavonia,I-85S,177,Lavonia,Franklin,GA,34.472,-83.07,58,-83.0700000000248,34.4720000002999
332,13,GDOT Rest Area 35,I-75S,319,Resaca,Gordon,GA,34.563501,-84.944229,50,-84.9442289999351,34.5635010000854
333,13,Georgia Weigh Station Region 1 North (Catoosa ),I-75N,342,Ringgold,Catoosa,GA,34.879,-85.048,35,-85.0480000001228,34.8789999998543
334,13,Georgia Weigh Station Region 1 South (Catoosa),I-75S,342,Ringgold,Catoosa,GA,34.88,-85.052,35,-85.0519999995553,34.8800000000291
335,13,Georgia Visitor Information Center - Ringgold,I-75S,372,Ringgold,Catoosa,GA,34.948,-85.177,33,-85.177000000012,34.9479999998435
336,19,NHS Rest Stop or Truck Facility 8,I-35N,7,Lamoni,Decautr,IA,40.65563,-93.853797,16,-93.8537970004018,40.6556300002202
337,19,NHS Rest Stop or Truck Facility 9,I-35N,33,Osceola,Clarke,IA,41.013745,-93.794628,13,-93.7946279999594,41.0137450003261
338,19,NHS Rest Stop or Truck Facility 13,I-35S,33,Osceola,Clarke,IA,41.01411,-93.797342,12,-93.7973419999772,41.0141099996694
339,19,NHS Rest Stop or Truck Facility 22,I-80E,19,Underwood,Pottawattamie,IA,41.402023,-95.659145,15,-95.659144999821,41.402022999926
340,19,NHS Rest Stop or Truck Facility 30,I-80W,19,Underwood,Pottawattamie,IA,41.404142,-95.658903,16,-95.6589029999717,41.4041419998302
341,19,NHS Rest Stop or Truck Facility 19,I-680E,16,Loveland,Pottawattamie,IA,41.49421,-95.840729,6,-95.8407289996754,41.4942099997922
342,19,NHS Rest Stop or Truck Facility 23,I-80E,81,Adair,Adair,IA,41.496693,-94.561887,14,-94.5618870000802,41.4966929999759
343,19,NHS Rest Stop or Truck Facility 31,I-80W,80,Adair,Adair,IA,41.496887,-94.573462,12,-94.5734620000269,41.4968870002366
344,19,NHS Rest Stop or Truck Facility 21,I-680W,NA,Loveland,Pottawattamie,IA,41.498715,-95.795901,6,-95.7959009999744,41.4987150003086
345,19,NHS Rest Stop or Truck Facility 1,I-29N,79,Missouri Valley,Harrison,IA,41.584011,-95.941674,13,-95.9416739996923,41.5840109997884
346,19,NHS Rest Stop or Truck Facility 4,I-29S,79,Missouri Valley,Harrison,IA,41.591751,-95.953849,13,-95.9538489996886,41.591751000069
347,19,NHS Rest Stop or Truck Facility 39,I-80E,300,Davenport,Scott,IA,41.596176,-90.491278,15,-90.4912780000668,41.5961760000145
348,19,NHS Rest Stop or Truck Facility 38,I-80W,300,Davenport,Scott,IA,41.597339,-90.479165,20,-90.4791649999948,41.5973389999628
349,19,NHS Rest Stop or Truck Facility 29,I-80E,270,Wilton,Cedar,IA,41.640056,-91.054278,16,-91.0542779999176,41.6400560001331
350,19,NHS Rest Stop or Truck Facility 37,I-80W,270,Wilton,Cedar,IA,41.640056,-91.054278,16,-91.0542779999176,41.6400560001331
351,19,NHS Rest Stop or Truck Facility 25,I-80E,147,Mitchellville,Polk,IA,41.680378,-93.395527,24,-93.3955269999153,41.6803780003201
352,19,NHS Rest Stop or Truck Facility 33,I-80W,147,Mitchellville,Polk,IA,41.681542,-93.390183,22,-93.3901830004435,41.6815419996692
353,19,NHS Rest Stop or Truck Facility 28,I-80E,237,Tiffin,Johnson,IA,41.694278,-91.683283,24,-91.6832829998599,41.6942780001853
354,19,NHS Rest Stop or Truck Facility 26,I-80E,180,Grinnell,Jasper,IA,41.695301,-92.773616,23,-92.7736160002632,41.6953010001608
355,19,NHS Rest Stop or Truck Facility 36,I-80W,237,Tiffin,Johnson,IA,41.695435,-91.680318,24,-91.6803179997719,41.6954350001864
356,19,NHS Rest Stop or Truck Facility 27,I-80E,208,Victor,Iowa,IA,41.69571,-92.231302,22,-92.231301999635,41.6957100001354
357,19,NHS Rest Stop or Truck Facility 34,I-80W,180,Grinnell,Jasper,IA,41.695968,-92.772822,10,-92.7728220000449,41.6959679998771
358,19,NHS Rest Stop or Truck Facility 35,I-80W,206,Victor,Iowa,IA,41.696535,-92.231901,18,-92.2319009998597,41.6965350003058
359,19,NHS Rest Stop or Truck Facility 10,I-35N,100,Elkhart,Polk,IA,41.830637,-93.57062,20,-93.5706199999021,41.8306369996911
360,19,NHS Rest Stop or Truck Facility 14,I-35S,100,Elkhart,Ankeny,IA,41.830637,-93.57062,20,-93.5706199999021,41.8306369996911
361,19,NHS Rest Stop or Truck Facility 18,I-380S,13,Cedar Rapids,Linn,IA,41.867155,-91.671016,16,-91.6710159998021,41.8671549999191
362,19,NHS Rest Stop or Truck Facility 17,I-380N,13,Cedar Rapids,Linn,IA,41.868386,-91.66814,16,-91.6681400003008,41.8683859996693
363,19,NHS Rest Stop or Truck Facility 5,I-29S,110,Onawa,Monona,IA,41.99264,-96.111397,15,-96.111397000268,41.9926400000369
364,19,NHS Rest Stop or Truck Facility 2,I-29N,110,Onawa,Monona,IA,41.993507,-96.109896,16,-96.1098959998699,41.9935070002963
365,19,NHS Rest Stop or Truck Facility 15,I-35S,119,Roland,Story,IA,42.110082,-93.557274,15,-93.5572740001188,42.1100820002712
366,19,NHS Rest Stop or Truck Facility 11,I-35N,120,Roland,Story,IA,42.128409,-93.553462,16,-93.553462000109,42.1284090002358
367,19,NHS Rest Stop or Truck Facility 3,I-29N,139,Sgt Bluff,Woodbury,IA,42.374589,-96.352836,14,-96.35283599993,42.3745889997692
